title,authors,pdf
Artist-Friendly Relightable and Animatable Neural Heads,"{Xu, Yingyan; Chandran, Prashanth; Weiss, Sebastian; Gross, Markus; Zoss, Gaspard; Bradley, Derek}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Xu_Artist-Friendly_Relightable_and_CVPR_2024_supplemental.pdf
Elite360D: Towards Efficient 360 Depth Estimation via Semantic- and Distance-Aware Bi-Projection Fusion,"{Ai, Hao; Wang, Lin}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Ai_Elite360D_Towards_Efficient_CVPR_2024_supplemental.pdf
From Feature to Gaze: A Generalizable Replacement of Linear Layer for Gaze Estimation,"{Bao, Yiwei; Lu, Feng}",https://openaccess.thecvf.com/content/CVPR2024/papers/Bao_From_Feature_to_Gaze_A_Generalizable_Replacement_of_Linear_Layer_CVPR_2024_paper.pdf
Curriculum Point Prompting for Weakly-Supervised Referring Image Segmentation,"{Dai, Qiyuan; Yang, Sibei}",https://openaccess.thecvf.com/content/CVPR2024/papers/Dai_Curriculum_Point_Prompting_for_Weakly-Supervised_Referring_Image_Segmentation_CVPR_2024_paper.pdf
EventDance: Unsupervised Source-free Cross-modal Adaptation for Event-based Object Recognition,"{Zheng, Xu; Wang, Lin}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zheng_EventDance_Unsupervised_Source-free_CVPR_2024_supplemental.pdf
CycleINR: Cycle Implicit Neural Representation for Arbitrary-Scale Volumetric Super-Resolution of Medical Data,"{Fang, Wei; Tang, Yuxing; Guo, Heng; Yuan, Mingze; Mok, Tony C. W.; Yan, Ke; Yao, Jiawen; Chen, Xin; Liu, Zaiyi; Lu, Le; Zhang, Ling; Xu, Minfeng}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Fang_CycleINR_Cycle_Implicit_CVPR_2024_supplemental.pdf
Boosting Image Restoration via Priors from Pre-trained Models,"{Xu, Xiaogang; Kong, Shu; Hu, Tao; Liu, Zhe; Bao, Hujun}",https://openaccess.thecvf.com/content/CVPR2024/papers/Xu_Boosting_Image_Restoration_via_Priors_from_Pre-trained_Models_CVPR_2024_paper.pdf
VRetouchEr: Learning Cross-frame Feature Interdependence with Imperfection Flow for Face Retouching in Videos,"{Xue, Wen; Jiang, Le; Xie, Lianxin; Wu, Si; Xu, Yong; Wong, Hau San}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Xue_VRetouchEr_Learning_Cross-frame_CVPR_2024_supplemental.pdf
Transferable Structural Sparse Adversarial Attack Via Exact Group Sparsity Training,"{Ming, Di; Ren, Peng; Wang, Yunlong; Feng, Xin}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Ming_Transferable_Structural_Sparse_CVPR_2024_supplemental.pdf
Holistic Autonomous Driving Understanding by Bird's-Eye-View Injected Multi-Modal Large Models,"{Ding, Xinpeng; Han, Jianhua; Xu, Hang; Liang, Xiaodan; Zhang, Wei; Li, Xiaomeng}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Ding_Holistic_Autonomous_Driving_CVPR_2024_supplemental.pdf
Arbitrary-Scale Image Generation and Upsampling using Latent Diffusion Model and Implicit Neural Decoder,"{Kim, Jinseok; Kim, Tae-Kyun}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Kim_Arbitrary-Scale_Image_Generation_CVPR_2024_supplemental.pdf
Unsupervised Occupancy Learning from Sparse Point Cloud,"{Ouasfi, Amine; Boukhayma, Adnane}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Ouasfi_Unsupervised_Occupancy_Learning_CVPR_2024_supplemental.pdf
Extreme Point Supervised Instance Segmentation,"{Lee, Hyeonjun; Hwang, Sehyun; Kwak, Suha}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Lee_Extreme_Point_Supervised_CVPR_2024_supplemental.pdf
3DInAction: Understanding Human Actions in 3D Point Clouds,"{Ben-Shabat, Yizhak; Shrout, Oren; Gould, Stephen}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Ben-Shabat_3DInAction_Understanding_Human_CVPR_2024_supplemental.pdf
Cache Me if You Can: Accelerating Diffusion Models through Block Caching,"{Wimbauer, Felix; Wu, Bichen; Schoenfeld, Edgar; Dai, Xiaoliang; Hou, Ji; He, Zijian; Sanakoyeu, Artsiom; Zhang, Peizhao; Tsai, Sam; Kohler, Jonas; Rupprecht, Christian; Cremers, Daniel; Vajda, Peter; Wang, Jialiang}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Wimbauer_Cache_Me_if_CVPR_2024_supplemental.pdf
MedM2G: Unifying Medical Multi-Modal Generation via Cross-Guided Diffusion with Visual Invariant,"{Zhan, Chenlu; Lin, Yu; Wang, Gaoang; Wang, Hongwei; Wu, Jian}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhan_MedM2G_Unifying_Medical_CVPR_2024_supplemental.pdf
SDDGR: Stable Diffusion-based Deep Generative Replay for Class Incremental Object Detection,"{Kim, Junsu; Cho, Hoseong; Kim, Jihyeon; Tiruneh, Yihalem Yimolal; Baek, Seungryul}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Kim_SDDGR_Stable_Diffusion-based_CVPR_2024_supplemental.pdf
Neural Parametric Gaussians for Monocular Non-Rigid Object Reconstruction,"{Das, Devikalyan; Wewer, Christopher; Yunus, Raza; Ilg, Eddy; Lenssen, Jan Eric}",https://openaccess.thecvf.com/content/CVPR2024/papers/Das_Neural_Parametric_Gaussians_for_Monocular_Non-Rigid_Object_Reconstruction_CVPR_2024_paper.pdf
Physical 3D Adversarial Attacks against Monocular Depth Estimation in Autonomous Driving,"{Zheng, Junhao; Lin, Chenhao; Sun, Jiahao; Zhao, Zhengyu; Li, Qian; Shen, Chao}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zheng_Physical_3D_Adversarial_CVPR_2024_supplemental.pdf
Adaptive Random Feature Regularization on Fine-tuning Deep Neural Networks,"{Yamaguchi, Shin'ya; Kanai, Sekitoshi; Adachi, Kazuki; Chijiwa, Daiki}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yamaguchi_Adaptive_Random_Feature_CVPR_2024_supplemental.pdf
PH-Net: Semi-Supervised Breast Lesion Segmentation via Patch-wise Hardness,"{Jiang, Siyao; Wu, Huisi; Chen, Junyang; Zhang, Qin; Qin, Jing}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Jiang_PH-Net_Semi-Supervised_Breast_CVPR_2024_supplemental.pdf
Multimodal Prompt Perceiver: Empower Adaptiveness Generalizability and Fidelity for All-in-One Image Restoration,"{Ai, Yuang; Huang, Huaibo; Zhou, Xiaoqiang; Wang, Jiexiang; He, Ran}",https://openaccess.thecvf.com/content/CVPR2024/papers/Ai_Multimodal_Prompt_Perceiver_Empower_Adaptiveness_Generalizability_and_Fidelity_for_All-in-One_CVPR_2024_paper.pdf
ExACT: Language-guided Conceptual Reasoning and Uncertainty Estimation for Event-based Action Recognition and More,"{Zhou, Jiazhou; Zheng, Xu; Lyu, Yuanhuiyi; Wang, Lin}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhou_ExACT_Language-guided_Conceptual_CVPR_2024_supplemental.pdf
Color Shift Estimation-and-Correction for Image Enhancement,"{Li, Yiyu; Xu, Ke; Hancke, Gerhard Petrus; Lau, Rynson W.H.}",https://openaccess.thecvf.com/content/CVPR2024/papers/Li_Color_Shift_Estimation-and-Correction_for_Image_Enhancement_CVPR_2024_paper.pdf
Improving Visual Recognition with Hyperbolical Visual Hierarchy Mapping,"{Kwon, Hyeongjun; Jang, Jinhyun; Kim, Jin; Kim, Kwonyoung; Sohn, Kwanghoon}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Kwon_Improving_Visual_Recognition_CVPR_2024_supplemental.pdf
ParameterNet: Parameters Are All You Need for Large-scale Visual Pretraining of Mobile Networks,"{Han, Kai; Wang, Yunhe; Guo, Jianyuan; Wu, Enhua}",https://openaccess.thecvf.com/content/CVPR2024/papers/Han_ParameterNet_Parameters_Are_All_You_Need_for_Large-scale_Visual_Pretraining_CVPR_2024_paper.pdf
Repurposing Diffusion-Based Image Generators for Monocular Depth Estimation,"{Ke, Bingxin; Obukhov, Anton; Huang, Shengyu; Metzger, Nando; Daudt, Rodrigo Caye; Schindler, Konrad}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Ke_Repurposing_Diffusion-Based_Image_CVPR_2024_supplemental.pdf
Identifying Important Group of Pixels using Interactions,"{Sumiyasu, Kosuke; Kawamoto, Kazuhiko; Kera, Hiroshi}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Sumiyasu_Identifying_Important_Group_CVPR_2024_supplemental.pdf
Towards Scalable 3D Anomaly Detection and Localization: A Benchmark via 3D Anomaly Synthesis and A Self-Supervised Learning Network,"{Li, Wenqiao; Xu, Xiaohao; Gu, Yao; Zheng, Bozhong; Gao, Shenghua; Wu, Yingna}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Li_Towards_Scalable_3D_CVPR_2024_supplemental.pdf
Cam4DOcc: Benchmark for Camera-Only 4D Occupancy Forecasting in Autonomous Driving Applications,"{Ma, Junyi; Chen, Xieyuanli; Huang, Jiawei; Xu, Jingyi; Luo, Zhen; Xu, Jintao; Gu, Weihao; Ai, Rui; Wang, Hesheng}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Ma_Cam4DOcc_Benchmark_for_CVPR_2024_supplemental.pdf
DIOD: Self-Distillation Meets Object Discovery,"{Kara, Sandra; Ammar, Hejer; Denize, Julien; Chabot, Florian; Pham, Quoc-Cuong}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Kara_DIOD_Self-Distillation_Meets_CVPR_2024_supplemental.pdf
GoMAvatar: Efficient Animatable Human Modeling from Monocular Video Using Gaussians-on-Mesh,"{Wen, Jing; Zhao, Xiaoming; Ren, Zhongzheng; Schwing, Alexander G.; Wang, Shenlong}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Wen_GoMAvatar_Efficient_Animatable_CVPR_2024_supplemental.pdf
Neural Redshift: Random Networks are not Random Functions,"{Teney, Damien; Nicolicioiu, Armand Mihai; Hartmann, Valentin; Abbasnejad, Ehsan}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Teney_Neural_Redshift_Random_CVPR_2024_supplemental.pdf
HumanGaussian: Text-Driven 3D Human Generation with Gaussian Splatting,"{Liu, Xian; Zhan, Xiaohang; Tang, Jiaxiang; Shan, Ying; Zeng, Gang; Lin, Dahua; Liu, Xihui; Liu, Ziwei}",https://openaccess.thecvf.com/content/CVPR2024/papers/Liu_HumanGaussian_Text-Driven_3D_Human_Generation_with_Gaussian_Splatting_CVPR_2024_paper.pdf
DIEM: Decomposition-Integration Enhancing Multimodal Insights,"{Jiang, Xinyi; Wang, Guoming; Guo, Junhao; Li, Juncheng; Zhang, Wenqiao; Lu, Rongxing; Tang, Siliang}",https://openaccess.thecvf.com/content/CVPR2024/papers/Jiang_DIEM_Decomposition-Integration_Enhancing_Multimodal_Insights_CVPR_2024_paper.pdf
CosmicMan: A Text-to-Image Foundation Model for Humans,"{Li, Shikai; Fu, Jianglin; Liu, Kaiyuan; Wang, Wentao; Lin, Kwan-Yee; Wu, Wayne}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Li_CosmicMan_A_Text-to-Image_CVPR_2024_supplemental.pdf
LLMs are Good Sign Language Translators,"{Gong, Jia; Foo, Lin Geng; He, Yixuan; Rahmani, Hossein; Liu, Jun}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Gong_LLMs_are_Good_CVPR_2024_supplemental.pdf
Contrastive Pre-Training with Multi-View Fusion for No-Reference Point Cloud Quality Assessment,"{Shan, Ziyu; Zhang, Yujie; Yang, Qi; Yang, Haichen; Xu, Yiling; Hwang, Jenq-Neng; Xu, Xiaozhong; Liu, Shan}",https://openaccess.thecvf.com/content/CVPR2024/papers/Shan_Contrastive_Pre-Training_with_Multi-View_Fusion_for_No-Reference_Point_Cloud_Quality_CVPR_2024_paper.pdf
JDEC: JPEG Decoding via Enhanced Continuous Cosine Coefficients,"{Han, Woo Kyoung; Im, Sunghoon; Kim, Jaedeok; Jin, Kyong Hwan}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Han_JDEC_JPEG_Decoding_CVPR_2024_supplemental.pdf
Revisiting the Domain Shift and Sample Uncertainty in Multi-source Active Domain Transfer,"{Zhang, Wenqiao; Lv, Zheqi; Zhou, Hao; Liu, Jia-Wei; Li, Juncheng; Li, Mengze; Li, Yunfei; Zhang, Dongping; Zhuang, Yueting; Tang, Siliang}",https://openaccess.thecvf.com/content/CVPR2024/papers/Zhang_Revisiting_the_Domain_Shift_and_Sample_Uncertainty_in_Multi-source_Active_CVPR_2024_paper.pdf
Learning Continual Compatible Representation for Re-indexing Free Lifelong Person Re-identification,"{Cui, Zhenyu; Zhou, Jiahuan; Wang, Xun; Zhu, Manyu; Peng, Yuxin}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Cui_Learning_Continual_Compatible_CVPR_2024_supplemental.pdf
Revisiting Spatial-Frequency Information Integration from a Hierarchical Perspective for Panchromatic and Multi-Spectral Image Fusion,"{Tan, Jiangtong; Huang, Jie; Zheng, Naishan; Zhou, Man; Yan, Keyu; Hong, Danfeng; Zhao, Feng}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Tan_Revisiting_Spatial-Frequency_Information_CVPR_2024_supplemental.pdf
BSNet: Box-Supervised Simulation-assisted Mean Teacher for 3D Instance Segmentation,"{Lu, Jiahao; Deng, Jiacheng; Zhang, Tianzhu}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Lu_BSNet_Box-Supervised_Simulation-assisted_CVPR_2024_supplemental.pdf
Adaptive Slot Attention: Object Discovery with Dynamic Slot Number,"{Fan, Ke; Bai, Zechen; Xiao, Tianjun; He, Tong; Horn, Max; Fu, Yanwei; Locatello, Francesco; Zhang, Zheng}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Fan_Adaptive_Slot_Attention_CVPR_2024_supplemental.pdf
CORES: Convolutional Response-based Score for Out-of-distribution Detection,"{Tang, Keke; Hou, Chao; Peng, Weilong; Chen, Runnan; Zhu, Peican; Wang, Wenping; Tian, Zhihong}",https://openaccess.thecvf.com/content/CVPR2024/papers/Tang_CORES_Convolutional_Response-based_Score_for_Out-of-distribution_Detection_CVPR_2024_paper.pdf
Task-Driven Wavelets using Constrained Empirical Risk Minimization,"{Marcus, Eric; Sheombarsing, Ray; Sonke, Jan-Jakob; Teuwen, Jonas}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Marcus_Task-Driven_Wavelets_using_CVPR_2024_supplemental.pdf
HOI-M{\textasciicircum,"{Zhang, Juze; Zhang, Jingyan; Song, Zining; Shi, Zhanhe; Zhao, Chengfeng; Shi, Ye; Yu, Jingyi; Xu, Lan; Wang, Jingya}",https://openaccess.thecvf.com/content/CVPR2024/papers/Zhang_HOI-M3_Capture_Multiple_Humans_and_Objects_Interaction_within_Contextual_Environment_CVPR_2024_paper.pdf
Interactive3D: Create What You Want by Interactive 3D Generation,"{Dong, Shaocong; Ding, Lihe; Huang, Zhanpeng; Wang, Zibin; Xue, Tianfan; Xu, Dan}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Dong_Interactive3D_Create_What_CVPR_2024_supplemental.pdf
DeiT-LT: Distillation Strikes Back for Vision Transformer Training on Long-Tailed Datasets,"{Rangwani, Harsh; Mondal, Pradipto; Mishra, Mayank; Asokan, Ashish Ramayee; Babu, R. Venkatesh}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Rangwani_DeiT-LT_Distillation_Strikes_CVPR_2024_supplemental.pdf
Accurate Spatial Gene Expression Prediction by Integrating Multi-Resolution Features,"{Chung, Youngmin; Ha, Ji Hun; Im, Kyeong Chan; Lee, Joo Sang}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Chung_Accurate_Spatial_Gene_CVPR_2024_supplemental.pdf
FCS: Feature Calibration and Separation for Non-Exemplar Class Incremental Learning,"{Li, Qiwei; Peng, Yuxin; Zhou, Jiahuan}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Li_FCS_Feature_Calibration_CVPR_2024_supplemental.pdf
Task2Box: Box Embeddings for Modeling Asymmetric Task Relationships,"{Daroya, Rangel; Sun, Aaron; Maji, Subhransu}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Daroya_Task2Box_Box_Embeddings_CVPR_2024_supplemental.pdf
Behind the Veil: Enhanced Indoor 3D Scene Reconstruction with Occluded Surfaces Completion,"{Sun, Su; Zhao, Cheng; Guo, Yuliang; Wang, Ruoyu; Huang, Xinyu; Chen, Yingjie Victor; Ren, Liu}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Sun_Behind_the_Veil_CVPR_2024_supplemental.pdf
VideoGrounding-DINO: Towards Open-Vocabulary Spatio-Temporal Video Grounding,"{Wasim, Syed Talal; Naseer, Muzammal; Khan, Salman; Yang, Ming-Hsuan; Khan, Fahad Shahbaz}",https://openaccess.thecvf.com/content/CVPR2024/papers/Wasim_VideoGrounding-DINO_Towards_Open-Vocabulary_Spatio-Temporal_Video_Grounding_CVPR_2024_paper.pdf
OmniLocalRF: Omnidirectional Local Radiance Fields from Dynamic Videos,"{Choi, Dongyoung; Jang, Hyeonjoong; Kim, Min H.}",https://openaccess.thecvf.com/content/CVPR2024/papers/Choi_OmniLocalRF_Omnidirectional_Local_Radiance_Fields_from_Dynamic_Videos_CVPR_2024_paper.pdf
LoS: Local Structure-Guided Stereo Matching,"{Li, Kunhong; Wang, Longguang; Zhang, Ye; Xue, Kaiwen; Zhou, Shunbo; Guo, Yulan}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Li_LoS_Local_Structure-Guided_CVPR_2024_supplemental.pdf
Semantic Human Mesh Reconstruction with Textures,"{Zhan, Xiaoyu; Yang, Jianxin; Li, Yuanqi; Guo, Jie; Guo, Yanwen; Wang, Wenping}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhan_Semantic_Human_Mesh_CVPR_2024_supplemental.pdf
Think Twice Before Selection: Federated Evidential Active Learning for Medical Image Analysis with Domain Shifts,"{Chen, Jiayi; Ma, Benteng; Cui, Hengfei; Xia, Yong}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Chen_Think_Twice_Before_CVPR_2024_supplemental.pdf
Probing the 3D Awareness of Visual Foundation Models,"{El Banani, Mohamed; Raj, Amit; Maninis, Kevis-Kokitsi; Kar, Abhishek; Li, Yuanzhen; Rubinstein, Michael; Sun, Deqing; Guibas, Leonidas; Johnson, Justin; Jampani, Varun}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Banani_Probing_the_3D_CVPR_2024_supplemental.pdf
PIA: Your Personalized Image Animator via Plug-and-Play Modules in Text-to-Image Models,"{Zhang, Yiming; Xing, Zhening; Zeng, Yanhong; Fang, Youqing; Chen, Kai}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Zhang_PIA_Your_Personalized_CVPR_2024_supplemental.pdf
When Visual Grounding Meets Gigapixel-level Large-scale Scenes: Benchmark and Approach,"{Ma, Tao; Bai, Bing; Lin, Haozhe; Wang, Heyuan; Wang, Yu; Luo, Lin; Fang, Lu}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Ma_When_Visual_Grounding_CVPR_2024_supplemental.pdf
NeRF Analogies: Example-Based Visual Attribute Transfer for NeRFs,"{Fischer, Michael; Li, Zhengqin; Nguyen-Phuoc, Thu; Bozic, Aljaz; Dong, Zhao; Marshall, Carl; Ritschel, Tobias}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Fischer_NeRF_Analogies_Example-Based_CVPR_2024_supplemental.pdf
Mind Artist: Creating Artistic Snapshots with Human Thought,"{Chen, Jiaxuan; Qi, Yu; Wang, Yueming; Pan, Gang}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Chen_Mind_Artist_Creating_CVPR_2024_supplemental.pdf
ViTamin: Designing Scalable Vision Models in the Vision-Language Era,"{Chen, Jieneng; Yu, Qihang; Shen, Xiaohui; Yuille, Alan; Chen, Liang-Chieh}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Chen_ViTamin_Designing_Scalable_CVPR_2024_supplemental.pdf
Accept the Modality Gap: An Exploration in the Hyperbolic Space,"{Ramasinghe, Sameera; Shevchenko, Violetta; Avraham, Gil; Thalaiyasingam, Ajanthan}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Ramasinghe_Accept_the_Modality_CVPR_2024_supplemental.pdf
Unraveling Instance Associations: A Closer Look for Audio-Visual Segmentation,"{Chen, Yuanhong; Liu, Yuyuan; Wang, Hu; Liu, Fengbei; Wang, Chong; Frazer, Helen; Carneiro, Gustavo}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Chen_Unraveling_Instance_Associations_CVPR_2024_supplemental.pdf
Few-Shot Object Detection with Foundation Models,"{Han, Guangxing; Lim, Ser-Nam}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Han_Few-Shot_Object_Detection_CVPR_2024_supplemental.pdf
FedMef: Towards Memory-efficient Federated Dynamic Pruning,"{Huang, Hong; Zhuang, Weiming; Chen, Chen; Lyu, Lingjuan}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Huang_FedMef_Towards_Memory-efficient_CVPR_2024_supplemental.pdf
Seeing the Unseen: Visual Common Sense for Semantic Placement,"{Ramrakhya, Ram; Kembhavi, Aniruddha; Batra, Dhruv; Kira, Zsolt; Zeng, Kuo-Hao; Weihs, Luca}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Ramrakhya_Seeing_the_Unseen_CVPR_2024_supplemental.pdf
Texture-Preserving Diffusion Models for High-Fidelity Virtual Try-On,"{Yang, Xu; Ding, Changxing; Hong, Zhibin; Huang, Junhao; Tao, Jin; Xu, Xiangmin}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Yang_Texture-Preserving_Diffusion_Models_CVPR_2024_supplemental.pdf
PracticalDG: Perturbation Distillation on Vision-Language Models for Hybrid Domain Generalization,"{Chen, Zining; Wang, Weiqiu; Zhao, Zhicheng; Su, Fei; Men, Aidong; Meng, Hongying}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Chen_PracticalDG_Perturbation_Distillation_CVPR_2024_supplemental.pdf
SODA: Bottleneck Diffusion Models for Representation Learning,"{Hudson, Drew A.; Zoran, Daniel; Malinowski, Mateusz; Lampinen, Andrew K.; Jaegle, Andrew; McClelland, James L.; Matthey, Loic; Hill, Felix; Lerchner, Alexander}",https://openaccess.thecvf.com/content/CVPR2024/supplemental/Hudson_SODA_Bottleneck_Diffusion_CVPR_2024_supplemental.pdf
